execution_date,video_id,channel_id,video_age_days,content_format,short_term_eligible,mid_term_eligible,long_term_eligible,evergreen_eligible,trend_burst_eligible,metadata_lift_eligible,channel_baseline_eligible,confidence_reason
2026-05-22T12:02:39.617608+00:00,kQ858uAPa_Y,UCurvRE5fGcdUgCYWgh-BDsg,1.828398,shorts,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,ofI7CPSvk60,UC3IZKseVpdzPSBaWxBxundA,9.960158,videos,False,True,False,False,False,True,True,ok
2026-05-22T12:02:39.617608+00:00,GWLvp-918Mw,UCJ5v_MCY6GNUBTO8-D3XoAg,4.959938,videos,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,_nSUcqEgrUk,UCJ5v_MCY6GNUBTO8-D3XoAg,2.703236,shorts,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,Nq5bP2RdZ6A,UCQznUf1SjfDqx65hX3zRDiA,7.186489,videos,False,True,False,False,False,False,True,ok
2026-05-22T12:02:39.617608+00:00,S02qtzghgzg,UCbCmjCuTUZos6Inko4u57UQ,2.001384,shorts,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,X9Uc1TC5dag,UCJ5v_MCY6GNUBTO8-D3XoAg,1.772565,shorts,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,Wy942KTM4pI,UCM-GvgUy0EAZU7ZwXKLarkg,1.754579,shorts,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,XfGEMCb6BQU,UC415bOPUcGSamy543abLmRA,12.95709,videos,False,True,False,False,False,False,True,ok
2026-05-22T12:02:39.617608+00:00,zXvygWE3Ess,UCHnyfMqiRRG1u-2MsSQLbXA,6.958873,videos,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,OGOTsEY2j9E,UCuFFtHWoLl5fauMMD5Ww2jA,1.535922,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,iAibPDM61gc,UCBYyJBCtCvgqA4NwtoPMwpQ,2.807692,videos,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,6FmjZcrbrzA,UCzYfz8uibvnB7Yc1LjePi4g,2.699753,videos,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,dIGS3O4KnSY,UCJ5v_MCY6GNUBTO8-D3XoAg,1.689023,shorts,True,False,False,False,True,False,True,low_history
